Atmid,Claim Registration Date,Date of Incidence,Issue,Location,Policy No,Security,State,Type of claim,Asset Loss,Cash Loss,Claim No.,Total Loss
DZEK999999181129,8/4/2016,7/10/2016,Vandalism, MEGHALAYA,DEF0001382,Non Guarded,Meghalaya,Attempted Theft,74210,0,926773,74210
KEL181991,8/4/2016,7/5/2016,Vandalism,Bangalore,DEF0001383,Guarded,Karnataka,Attempted Theft,364580,0,926725,364580
DZEK999999181135,8/4/2016,7/21/2016,Vandalism,SHILLONG,DEF0001382,Non Guarded,Meghalaya,Attempted Theft,110810,0,926789,110810
XXND99927,8/8/2016,7/20/2016,Vandalism,Delhi,DEF0001383,Guarded,New Delhi,Attempted Theft,386850,0,927569,386850
NSIL99281,8/11/2016,7/9/2016,Vandalism,DARJEELING ,DEF0001382,Non Guarded,West Bengal,Attempted Theft,133020,0,927623,133020
RJ1Z357U,8/13/2016,8/3/2016,Vandalism,Rajasthan,DEF0001382,Non Guarded,Rajasthan,Attempted Theft,81440,0,928565,81440
XXJP899995,8/13/2016,7/13/2016,Vandalism,Rajasthan,DEF0001383,Guarded,Rajasthan,Attempted Theft,282950,0,928225,282950
387822991,8/18/2016,7/24/2016,Vandalism,Bank Bazar,DEF0001383,Guarded,Punjab,Attempted Theft,282950,0,92875,282950
XXEO899991,8/18/2016,7/9/2016,Vandalism, Madhya Pradesh,DEF0001383,Guarded,Madhya Pradesh,Attempted Theft,203330,0,928829,203330
JLU99923,8/18/2016,7/26/2016,Vandalism,LUDHIANA,DEF0001383,Guarded,Punjab,Attempted Theft,282950,0,928837,282950
DZEO999911869927,8/18/2016,7/16/2016,Vandalism,garhi,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,128800,0,928833,128800
IPSEN99459991,8/18/2016,7/14/2016,Vandalism,Adda,DEF0001382,Non Guarded,Karnataka,Attempted Theft,282950,0,925923,282950
NPUN1471,8/18/2016,7/11/2016,Vandalism,PUNE,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,21450,0,5,21450
DZEP5999933899991,8/19/2016,7/20/2016,Vandalism & Theft,BATHINDA,DEF0001383,Guarded,Punjab,Theft & Cash Loss,282950,6804,929275,289754
P1998579999,8/20/2016,6/21/2016,Vandalism & Theft,jalandhar,DEF0001382,Non Guarded,Punjab,Theft & Cash Loss,282290,2401,929228,284691
DZEK9999399399246,8/20/2016,6/28/2016,Vandalism,GUWAHATI,DEF0001382,Non Guarded,Assam,Attempted Theft,416660,0,929257,416660
DZEK99999999929964,8/20/2016,7/5/2016,Vandalism,MANIPUR,DEF0001382,Non Guarded,Manipur,Attempted Theft,62500,0,929252,62500
NNXXS99651,8/20/2016,8/3/2016,Water logging,NASHIK,DEF0001382,Non Guarded,Maharashtra,Act of God,135410,0,929265,135410
XXXXL99929,8/20/2016,7/15/2016,Fire accident,ALLAHABAD,DEF0001383,Guarded,Uttar Pradesh,Fire Loss,59370,0,929263,59370
WE99Z177U,8/25/2016,7/28/2016,Vandalism,BIRBHUM,DEF0001382,Non Guarded,West Bengal,Attempted Theft,86950,0,928826,86950
NMUM2491,8/30/2016,8/19/2016,Vandalism,DAHISAR,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,149760,0,957322,149760
NNXXS99541,9/2/2016,8/24/2016,Vandalism,AURANGABAD,DEF0001382,Non Guarded,Maharashtra,Attempted Theft,282950,0,952553,282950
I14NC15899991,9/12/2016,8/25/2016,Vandalism,AMRITSAR,DEF0001382,Non Guarded,Punjab,Attempted Theft,139610,0,952367,139610
DZEK9999991829939,9/19/2016,9/3/2016,Vandalism,SIVASAGAR,DEF0001382,Non Guarded,Assam,Attempted Theft,282950,0,955277,282950
NNXXS99621,9/19/2016,9/3/2016,Vandalism,"SHIVAJI NAGAR CORNER ROAD,NASHIK,MAHARASHTRA",DEF0001382,Non Guarded,Maharashtra,Attempted Theft,189640,0,952667,189640
DZNO999915759915,9/21/2016,9/3/2016,Vandalism,Rajouri,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,85620,0,952367,85620
XXKXX89932,9/22/2016,9/15/2016,Vandalism, UTTAR_PRADESH,DEF0001383,Guarded,Uttar Pradesh,Attempted Theft,157500,0,955272,157500
NGOXX99291,9/22/2016,9/12/2016,Vandalism,GOA,DEF0001382,Non Guarded,Goa,Attempted Theft,203410,0,955272,203410
DZNK999932329937,9/22/2016,9/11/2016,Vandalism,A.P,DEF0001382,Non Guarded,Arunachal Pradesh,Attempted Theft,154490,0,955256,154490
DZNP59999994499993,9/27/2016,9/25/2016,Vandalism & Theft,Bargari,DEF0001382,Non Guarded,Uttar Pradesh,Theft & Cash Loss,282950,11199,956797,294149
CIN99915,10/1/2016,9/27/2016,Fire accident, Indore,DEF0001383,Guarded,Madhya Pradesh,Fire Loss,336280,0,957222,336280
DZEK99999999679926,10/5/2016,9/27/2016,Vandalism,Tripura,DEF0001382,Non Guarded,Tripura,Attempted Theft,131210,0,958557,131210
DZEK99999999929947,10/5/2016,8/7/2016,Vandalism,MANIPUR,DEF0001382,Non Guarded,Manipur,Attempted Theft,69650,0,958262,69650
212222991,10/5/2016,10/3/2016,Vandalism,Pandorikha,DEF0001382,Non Guarded,Punjab,Attempted Theft,70830,0,958232,70830
DZEO9999459699199,10/12/2016,10/9/2016,Vandalism,Kishtwar,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,124450,112,959397,124562
WE99Z199U,10/13/2016,8/17/2016,Vandalism,COOCH BEHAR ,DEF0001382,Non Guarded,West Bengal,Attempted Theft,317840,0,959853,317840
IPSEN999987991,10/14/2016,10/12/2016,Vandalism,AMRITSAR,DEF0001382,Non Guarded,Punjab,Attempted Theft,171330,0,95598,171330
ENOE999969,10/17/2016,10/10/2016,Vandalism, RANCHI,DEF0001382,Non Guarded,Jharkhand,Attempted Theft,282950,0,965375,282950
HR1Z9919U,10/19/2016,10/17/2016,Vandalism,OLD JHAJJAR ROAD,DEF0001382,Non Guarded,Haryana,Attempted Theft,231510,0,965922,231510
DZEK9999584499997,10/19/2016,10/11/2016,Vandalism,CHARIALI,DEF0001382,Non Guarded,Arunachal Pradesh,Attempted Theft,282950,0,96556,282950
DEEK9999991829923,10/19/2016,10/17/2016,Vandalism,CHARIALI,DEF0001382,Non Guarded,Assam,Attempted Theft,106250,0,967575,106250
WE99Z382U,10/24/2016,10/22/2016,Vandalism,KOLKATA,DEF0001382,Non Guarded,West Bengal,Attempted Theft,185800,0,967855,185800
IPSEN999982991,10/24/2016,10/20/2016,Vandalism,shahar ,DEF0001382,Non Guarded,Punjab,Attempted Theft,336280,0,967832,336280
CED999993,10/24/2016,10/20/2016,Vandalism,Chattisgarh,DEF0001382,Non Guarded,Chattisgarh,Attempted Theft,282290,0,967827,282290
XXEL899992,10/26/2016,10/25/2016,Vandalism,Bangalore,DEF0001383,Guarded,Karnataka,Attempted Theft,97650,0,962336,97650
DEEN1339991,10/27/2016,10/25/2016,Vandalism,JAMMU,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,129660,0,962657,129660
DZEO9999997229928,10/27/2016,10/26/2016,Vandalism,Srinagar,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,282950,0,962677,282950
DZEK99999999699918,11/14/2016,11/8/2016,Vandalism,DHUBURI,DEF0001382,Non Guarded,Assam,Attempted Theft,343750,0,965553,343750
I14NC99489991,11/14/2016,11/6/2016,Vandalism,Batala,DEF0001382,Non Guarded,Punjab,Attempted Theft,282290,0,965577,282290
DEEO999914789928,11/15/2016,11/12/2016,Fire accident,ANANTNAG,DEF0001382,Non Guarded,Jammu & Kashmir,Fire Loss,282290,0,965255,282290
DZNK99999999929942,11/15/2016,11/14/2016,Vandalism,MANIPUR,DEF0001382,Non Guarded,Manipur,Attempted Theft,93750,0,965377,93750
DZEL9999992329921,11/25/2016,10/20/2016,Vandalism,Gangtok,DEF0001382,Non Guarded,Sikkim,Attempted Theft,282290,0,966966,282290
WE99Z377U,11/28/2016,11/27/2016,Vandalism,KOLKATA,DEF0001382,Non Guarded,West Bengal,Attempted Theft,122890,0,967758,122890
WE99Z184U,11/28/2016,11/27/2016,Vandalism,KOLKATA,DEF0001382,Non Guarded,West Bengal,Attempted Theft,104800,0,967777,104800
DZEO99999972299399,12/8/2016,11/27/2016,Vandalism,SRINAGAR,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,163540,0,969273,163540
DZEK9999991959957,12/13/2016,12/9/2016,Vandalism,ASSAM,DEF0001382,Non Guarded,Assam,Attempted Theft,104160,0,975598,104160
XXS99Z4699U,10/14/2016,10/10/2016,Vandalism,ASSAM,DEF0001382,Non Guarded,Assam,Attempted Theft,282950,4,95586,282954
DZEO9999997229942,12/14/2016,12/8/2016,Vandalism,DALGATE,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,100830,0,975257,100830
DZEO9999997229987,12/27/2016,12/26/2016,Vandalism,SRINAGAR,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,146850,0,972869,146850
DZEP9999997329961,12/28/2016,12/27/2016,Vandalism,AMRITSAR,DEF0001382,Non Guarded,Punjab,Attempted Theft,72910,0,973295,72910
DEEO9999996579914,12/30/2016,12/30/2016,Vandalism,JAMMU,DEF0001382,Non Guarded,Jammu & Kashmir,Attempted Theft,177083,0,973597,177083
NSXXL99271,1/8/2016,1/1/2016,Vandalism,Dharamapuri,DEF0001682,Non Guarded,Tamil Nadu,Attempted Theft,8850,0,695976,8850
DZEP99999973299599,1/8/2016,1/3/2016,Vandalism,"Putligarh Chowk,",DEF0001682,Non Guarded,Punjab,Attempted Theft,133300,0,752544,133300
NPUN999991,1/8/2016,1/5/2016,Vandalism,Singhad Road,DEF0001682,Non Guarded,Maharashtra,Attempted Theft,17680,0,752547,17680
NMUM2741,1/8/2016,1/4/2016,Vandalism,Ulhasnagar Station Road,DEF0001682,Non Guarded,Maharashtra,Attempted Theft,64800,0,752549,64800
NI23996991,1/8/2016,1/5/2016,Vandalism,"Mudki Road,",DEF0001682,Non Guarded,Punjab,Attempted Theft,50740,126,752552,50866
P2993969999,1/9/2016,1/6/2016,Vandalism,Batala Road,DEF0001682,Non Guarded,Punjab,Attempted Theft,50610,0,752566,50610
M15I2457991,1/9/2016,1/5/2016,Vandalism,PWD OFFICE,DEF0001682,Non Guarded,Assam,Attempted Theft,27050,0,752554,27050
O224719999,1/9/2016,1/7/2016,Vandalism,Adda Dheriwal,DEF0001682,Non Guarded,Punjab,Attempted Theft,133300,0,752568,133300
DEEO9999996579944,1/13/2016,1/9/2016,Vandalism,BSNL Exchange,DEF0001682,Non Guarded,Jammu & Kashmir,Attempted Theft,12290,0,752555,12290
P134489999,1/20/2016,1/13/2016,Vandalism,Saido Ke Bathinda,DEF0001682,Non Guarded,Punjab,Attempted Theft,133300,0,752556,133300
DZEK9999153999599,1/20/2016,1/15/2016,Vandalism,CHALTLANG RUAMVENG,DEF0001682,Non Guarded,Mizoram,Attempted Theft,7760,0,752558,7760
DZEK9999999978257,1/20/2016,1/15/2016,Vandalism,DON BOSCO KHARGULI,DEF0001682,Non Guarded,Assam,Attempted Theft,0,0,752559,0
XXOG999991,1/20/2016,1/14/2016,Vandalism,Post Singot,DEF0001683,Guarded,Madhya Pradesh,Attempted Theft,45500,0,752557,45500
P166529999,1/20/2016,1/15/2016,Vandalism & Theft,Railway Colony,DEF0001682,Non Guarded,Punjab,Theft & Cash Loss,133300,14186,752577,147486
DZEP59999991399995,1/20/2016,1/15/2016,Vandalism,Sauja Nabha ,DEF0001682,Non Guarded,Punjab,Attempted Theft,133300,0,752562,133300
DZEK999915399943,1/20/2016,1/17/2016,Vandalism,CHANMARI WEST,DEF0001682,Non Guarded,Mizoram,Attempted Theft,7760,0,752562,7760
M31I4399911,1/20/2016,1/16/2016,Vandalism & Theft,Jeon Singh Wala,DEF0001682,Non Guarded,Punjab,Theft & Cash Loss,339400,7100,757942,346500
DEEO9999997229919,1/22/2016,1/9/2016,Vandalism,Mafgam Budgam,DEF0001682,Non Guarded,Jammu & Kashmir,Attempted Theft,7990,0,752569,7990
XXND89941,1/22/2016,1/18/2016,Fire Accident,CGO Complex,DEF0001683,Guarded,New Delhi,Fire Loss,276240,0,752567,276240
O814539999,1/22/2016,1/19/2016,Vandalism,"Daba Lohara Road,",DEF0001682,Non Guarded,Punjab,Attempted Theft,44630,0,752565,44630
DZEK9999119939934,1/24/2016,1/22/2016,Vandalism,NALBARI,DEF0001682,Non Guarded,Assam,Attempted Theft,92020,0,752575,92020
P234549999,5/5/2016,1/26/2016,Vandalism," Chunta District, Ludhiana",DEF0001682,Non Guarded,Punjab,Attempted Theft,140190,0,752798,140190
IPSEN99662991,5/5/2016,1/27/2016,Vandalism,Majitha Road,DEF0001682,Non Guarded,Punjab,Attempted Theft,133300,0,752796,133300
DEEP59999992899994,5/5/2016,1/25/2016,Vandalism,GHANOURIKALAN,DEF0001682,Non Guarded,Punjab,Attempted Theft,4910,0,752795,4910
DZEP9999996289938,5/5/2016,1/25/2016,Vandalism,Mundi Kharar,DEF0001682,Non Guarded,Punjab,Attempted Theft,17210,0,752792,17210
M31I1613991,5/5/2016,1/30/2016,Vandalism,DHAND DA KANDA,DEF0001682,Non Guarded,Punjab,Attempted Theft,20290,0,752629,20290
DI1316991,5/7/2016,5/1/2016,Vandalism,Anandpur,DEF0001682,Non Guarded,Punjab,Attempted Theft,30850,0,754686,30850
DZEK99999999729928,5/7/2016,5/5/2016,Vandalism,SBI LHOMITHI COLONY,DEF0001682,Non Guarded,Nagaland,Attempted Theft,0,0,754659,0
DZEK99999999729959,5/7/2016,5/5/2016,Vandalism,"SBI LHOMITHI COLONY, 2nd CD",DEF0001682,Non Guarded,Nagaland,Attempted Theft,64000,0,754697,64000
DZEO9999459699199,5/7/2016,5/4/2016,Vandalism,"Semina Colony, Kishtwar",DEF0001682,Non Guarded,Jammu & Kashmir,Attempted Theft,52720,6,754694,52726
DZEP99991559999992,5/7/2016,5/6/2016,Vandalism,Talwandi Road,DEF0001682,Non Guarded,Punjab,Attempted Theft,0,0,752792,0
JXXS999199,5/14/2016,5/9/2016,Vandalism,GT Road Chhehrata ,DEF0001682,Non Guarded,Punjab,Attempted Theft,0,0,755525,0
DZEP59999995299992,5/14/2016,5/8/2016,Vandalism,Goniana Mandi ,DEF0001682,Non Guarded,Himachal Pradesh,Attempted Theft,0,0,755522,0
DZEK99999999729968,5/14/2016,5/5/2016,Vandalism,DUNCAN BASTI,DEF0001682,Non Guarded,Nagaland,Attempted Theft,25000,0,752559,25000
DZEK999915399921,5/14/2016,5/10/2016,Vandalism,VENG BAZAR,DEF0001682,Non Guarded,Mizoram,Attempted Theft,21880,0,755224,21880
P2992469999,5/14/2016,5/11/2016,Vandalism,"Opposite Telephone Exchange, Jaito",DEF0001682,Non Guarded,Punjab,Attempted Theft,54580,0,755248,54580
DZEK999999999299499,5/20/2016,5/7/2016,Vandalism,SANGAKPHAM BAZAR,DEF0001682,Non Guarded,Manipur,Attempted Theft,26000,0,757557,26000
DZEK9999991829942,5/20/2016,5/15/2016,Vandalism,"A.T. ROAD, MORAN",DEF0001682,Non Guarded,Assam,Attempted Theft,19560,0,757552,19560
DEEO9999689799996,5/20/2016,5/14/2016,Vandalism,Hatli Morh Bus Stand,DEF0001682,Non Guarded,Jammu & Kashmir,Attempted Theft,0,0,757552,0
P2739979999,5/24/2016,5/20/2016,Vandalism,VPO Raoke Kalan,DEF0001682,Non Guarded,Punjab,Attempted Theft,0,0,757727,0
NI99212992,5/26/2016,5/23/2016,Vandalism,Cheharta,DEF0001682,Non Guarded,Punjab,Attempted Theft,67320,0,758579,67320
IPSEN19917991,5/26/2016,5/23/2016,Vandalism,Behram,DEF0001682,Non Guarded,Punjab,Attempted Theft,133300,0,758577,133300
DZEP9999175699994,5/26/2016,5/24/2016,Vandalism,Shivam Electronics,DEF0001682,Non Guarded,Punjab,Attempted Theft,40720,0,758575,40720
DZEK9999119939937,5/28/2016,5/25/2016,Vandalism,GHRAPAR-STATION-ROAD,DEF0001682,Non Guarded,Assam,Attempted Theft,47740,0,759279,47740
CSE999991,3/6/2016,5/25/2016,Vandalism,"Sunabeda, Orissa",DEF0001683,Guarded,Odisha,Attempted Theft,35660,0,775257,35660
NLUD6111,3/10/2016,3/4/2016,Vandalism,Sirhind Road,DEF0001682,Non Guarded,Punjab,Attempted Theft,22430,0,777457,22430
DEED1523991,3/10/2016,3/6/2016,Vandalism,Patran road,DEF0001682,Non Guarded,Punjab,Attempted Theft,123220,0,777475,123220
IOED69399,3/13/2016,3/10/2016,Vandalism,Durga Mandir Raod,DEF0001682,Non Guarded,Punjab,Attempted Theft,32300,0,772522,32300
DZEP5999976799992,3/13/2016,3/11/2016,Vandalism,Sarup Nagar,DEF0001682,Non Guarded,Punjab,Attempted Theft,150270,0,772526,150270
O13599999999,3/14/2016,3/3/2016,Vandalism,Usman Pur,DEF0001682,Non Guarded,Punjab,Attempted Theft,131580,0,772287,131580
CESN17991991,3/20/2016,3/7/2016,Vandalism,"GT Road, Dhariwal ",DEF0001682,Non Guarded,Punjab,Attempted Theft,52360,0,774597,52360
PE17561U,3/20/2016,3/13/2016,Vandalism,Amloh Road,DEF0001682,Non Guarded,Punjab,Attempted Theft,68020,0,774592,68020
P3991729999,3/20/2016,3/14/2016,Vandalism,Pudda Market,DEF0001682,Non Guarded,Punjab,Attempted Theft,67040,0,77455,67040
DZEO9999996579921,3/21/2016,3/13/2016,Vandalism,Nehru Market,DEF0001682,Non Guarded,Jammu & Kashmir,Attempted Theft,23580,0,772522,23580
DJUL699211111111,3/21/2016,3/18/2016,Vandalism,Lohian Khas,DEF0001682,Non Guarded,Punjab,Attempted Theft,130840,0,772525,130840
NMUM2721,3/24/2016,3/7/2016,Vandalism,Near SNDT Collage,DEF0001682,Non Guarded,Maharashtra,Attempted Theft,22940,0,772655,22940
DEEP9999354199992,3/26/2016,3/22/2016,Vandalism,Randhawa Tent House,DEF0001682,Non Guarded,Punjab,Attempted Theft,60250,0,775295,60250
NMUM39961,3/26/2016,3/24/2016,Vandalism,Anant Niwas,DEF0001682,Non Guarded,Maharashtra,Attempted Theft,51830,0,775294,51830
M31I468111,4/8/2016,4/5/2016,Vandalism,Near New Courts,DEF0001682,Non Guarded,Punjab,Attempted Theft,48760,0,779528,48760
NMUM2511,4/10/2016,4/3/2016,Vandalism,"Sector-4, Ghansoli",DEF0001682,Non Guarded,Maharashtra,Attempted Theft,22430,0,779287,22430
NMUM28991,4/14/2016,4/9/2016,Vandalism,Sanjay Apartments,DEF0001682,Non Guarded,Maharashtra,Attempted Theft,73460,0,77584,73460
XXR99Z1499U,4/14/2016,3/7/2016,Vandalism,YATU COMPLEX,DEF0001682,Non Guarded,Arunachal Pradesh,Attempted Theft,74420,0,77579,74420
DZEK99991199399399,4/14/2016,3/22/2016,Vandalism & Theft,NATHKUCHI(TIHU,DEF0001682,Non Guarded,Assam,Theft & Cash Loss,133300,14256,77585,147556
NMUM31991,4/16/2016,4/9/2016,Vandalism,Crystal Plaza Building,DEF0001682,Non Guarded,Maharashtra,Attempted Theft,17700,0,725277,17700
WE99Z219U,4/25/2016,3/22/2016,Vandalism,Kurulia,DEF0001682,Non Guarded,West Bengal,Attempted Theft,110870,0,727982,110870
WE99Z99699U,4/25/2016,4/5/2016,Vandalism,GOPALPUR GHAT,DEF0001682,Non Guarded,West Bengal,Attempted Theft,133300,0,727984,133300
DZEK9999699919923,4/25/2016,4/4/2016,Vandalism,GOHPUR TINALI ITANAGAR,DEF0001682,Non Guarded,Arunachal Pradesh,Attempted Theft,21230,0,722592,21230
DZEK9999991469927,4/25/2016,4/4/2016,Vandalism,KHUTIKOTIA,DEF0001682,Non Guarded,Assam,Attempted Theft,37410,0,727979,37410
DZEK99999999929955,4/25/2016,4/14/2016,Vandalism,IMPHAL WEST,DEF0001682,Non Guarded,Manipur,Attempted Theft,46780,0,727979,46780
DZEK9999846299995,4/28/2016,4/15/2016,Vandalism,KABAITARI-JOGIGHOPA,DEF0001682,Non Guarded,Goa,Attempted Theft,19900,0,722626,19900
DEEK99999999729929,4/28/2016,4/21/2016,Vandalism,SBI 4TH MILE 2ND OPTION,DEF0001682,Non Guarded,Nagaland,Attempted Theft,20290,0,722657,20290
DZEK999999999929961,4/28/2016,4/11/2016,Vandalism,Bagaban Thakur,DEF0001682,Non Guarded,Tripura,Attempted Theft,26000,0,722655,26000
NI1443991,5/6/2016,5/3/2016,Vandalism,Banga Rd,DEF0001682,Non Guarded,Punjab,Attempted Theft,33620,0,722798,33620
DEEK999911719929,5/6/2016,4/28/2016,Vandalism & Theft,GORESWAR,DEF0001682,Non Guarded,Assam,Theft & Cash Loss,147560,17450,722759,165010
XXS9999222U,5/6/2016,4/29/2016,Vandalism,"BAHONA, JORHAT",DEF0001682,Non Guarded,Assam,Attempted Theft,37480,0,722797,37480
DZEK99999919949963,5/6/2016,4/29/2016,Vandalism,BAHONA,DEF0001682,Non Guarded,Assam,Attempted Theft,37480,0,722794,37480
DEEP991367399992,5/13/2016,5/7/2016,Vandalism,Serhi,DEF0001682,Non Guarded,Punjab,Attempted Theft,110800,0,725777,110800
XXEE899399,5/13/2016,5/10/2016,Vandalism,"Pipli, Odisha",DEF0001683,Guarded,Odisha,Attempted Theft,140190,0,725795,140190
SVN89916I1,5/13/2016,5/8/2016,Vandalism,DHARAPUR,DEF0001682,Non Guarded,Assam,Attempted Theft,133300,0,725792,133300
DZEP99999962999997,5/19/2016,5/8/2016,Vandalism,Miani Road,DEF0001682,Non Guarded,Punjab,Attempted Theft,50530,0,727567,50530
DEEP9919974899993,5/19/2016,5/16/2016,Vandalism & Theft,Latala,DEF0001682,Non Guarded,Punjab,Theft & Cash Loss,138460,12332,727568,150792
NLUD619911111111,5/19/2016,5/11/2016,Vandalism,Jamalpur,DEF0001682,Non Guarded,Punjab,Attempted Theft,46650,0,727282,46650
DZEP9999996449912,5/19/2016,5/15/2016,Vandalism,Near Govt Primery School,DEF0001682,Non Guarded,Punjab,Attempted Theft,133300,0,727286,133300
NLUD69961111111,5/20/2016,5/15/2016,Vandalism,Kbm Chownk,DEF0001682,Non Guarded,Punjab,Attempted Theft,34900,0,727557,34900
DZEK99999999782599,5/20/2016,5/17/2016,Vandalism,NOONMATI,DEF0001682,Non Guarded,Jharkhand,Attempted Theft,72840,326,727255,73166
NI23996991XX,5/23/2016,5/20/2016,Short Circuit,Bhaghapurana,DEF0001682,Non Guarded,Punjab,Fire Loss,94630,126,728242,94756
DZEK9999299139911,5/23/2016,5/15/2016,Short Circuit,PATILADAHA,DEF0001682,Non Guarded,Assam,Fire Loss,31900,0,728229,31900
NPXXT99541,5/23/2016,5/13/2016,Vandalism,Paschim Darwaza,DEF0001682,Non Guarded,Bihar,Attempted Theft,31870,0,728227,31870
DZEK9999991469933,5/27/2016,5/25/2016,Vandalism,PANIGAON ,DEF0001682,Non Guarded,Assam,Attempted Theft,35640,0,725957,35640
NI99453991,5/27/2016,5/26/2016,Vandalism & Theft,Vpo Jugiana ,DEF0001682,Non Guarded,Punjab,Theft & Cash Loss,133610,1090,725952,134700
XXIN99167XX,6/5/2016,5/29/2016,Vandalism,G.T. Road Batala,DEF0001682,Non Guarded,Punjab,Attempted Theft,43960,0,747768,43960
P275269999,6/5/2016,5/25/2016,Vandalism,Sadiq,DEF0001682,Non Guarded,Punjab,Attempted Theft,0,0,747769,0
P2992469999,6/5/2016,5/25/2016,Vandalism,"Opposite Telephone Exchange, Jaito ",DEF0001682,Non Guarded,Punjab,Attempted Theft,0,0,747777,0
DZEP59999994499993,6/5/2016,5/25/2016,Vandalism,Baza Road,DEF0001682,Non Guarded,Punjab,Attempted Theft,0,0,747779,0
CXXM899991,6/11/2016,6/9/2016,Fire Accident,Amritsar Railway Station ,DEF0001683,Guarded,Punjab,Fire Loss,236520,0,742894,236520
ER99Z3993U,6/11/2016,5/25/2016,Vandalism,P C colony,DEF0001682,Non Guarded,Bihar,Attempted Theft,27540,0,742879,27540
NPXXT99491,6/7/2016,6/8/2016,Vandalism,Pirmuhani Corner,DEF0001682,Non Guarded,Bihar,Attempted Theft,17700,0,744442,17700
NMUM34991,6/18/2016,6/5/2016,Vandalism,Sangam Apartment,DEF0001682,Non Guarded,Maharashtra,Attempted Theft,24250,0,742224,24250
NMUM2881,6/18/2016,6/9/2016,Vandalism,"Menor Bldg,Bhayander",DEF0001682,Non Guarded,Maharashtra,Attempted Theft,26210,0,742225,26210
IPSEN99194991,6/18/2016,6/13/2016,Vandalism,Rupnagar,DEF0001682,Non Guarded,Punjab,Attempted Theft,21610,0,742277,21610
DZEP59999992899993,6/18/2016,6/13/2016,Vandalism,Benra,DEF0001682,Non Guarded,Punjab,Attempted Theft,133300,0,742252,133300
P131579999,6/23/2016,6/13/2016,Vandalism,Talwandi Rama,DEF0001682,Non Guarded,Punjab,Attempted Theft,37640,0,745482,37640
NJUL639911111111,6/23/2016,6/18/2016,Vandalism,Shivalik Public  School,DEF0001682,Non Guarded,Punjab,Attempted Theft,55450,0,745484,55450
DZEK999911939913,6/24/2016,6/17/2016,Vandalism,MKG_NEW MARKET,DEF0001682,Non Guarded,Jammu & Kashmir,Attempted Theft,50870,0,745926,50870
XXS99Z443U,6/24/2016,6/18/2016,Vandalism,TOWN IDGA MAIN ROAD KARIMGANJ,DEF0001682,Non Guarded,Assam,Attempted Theft,36640,0,745922,36640
DZEK99999921699199,6/26/2016,6/21/2016,Vandalism,Hindusthan Book Stores,DEF0001682,Non Guarded,Rajasthan,Attempted Theft,143880,0,746594,143880
NI1722991E,6/26/2016,6/18/2016,Vandalism,ADABARI,DEF0001682,Non Guarded,Assam,Attempted Theft,36560,0,746848,36560
NMUM25991,6/26/2016,6/18/2016,Vandalism,V N Purav Marg,DEF0001682,Non Guarded,Maharashtra,Attempted Theft,19670,0,746824,19670
DZEK9999153999599,6/26/2016,6/11/2016,Vandalism,CHALTLANG RUAMVENG,DEF0001682,Non Guarded,Mizoram,Attempted Theft,15740,0,746825,15740
XXID99714K,6/30/2016,6/24/2016,Vandalism,GAVARU PATHAR TINIALI,DEF0001682,Non Guarded,Assam,Attempted Theft,18690,0,747225,18690
DZEK999999181129,7/5/2016,6/10/2016,Vandalism,MAWKHAR ,DEF0001682,Non Guarded,Meghalaya,Attempted Theft,15740,0,748255,15740
